PassengerId,Transported
0013_01,0.6394555626494687
0018_01,0.22809770093369802
0019_01,0.8269527702603421
0021_01,0.8396920265549921
0023_01,0.31044334477236957
0027_01,0.31857769648577894
0029_01,0.7334895991595508
0032_01,0.735707411778507
0032_02,0.8332622408090141
0033_01,0.31846705138025794
0037_01,0.2826150828991717
0040_01,0.2676887925377489
0040_02,0.45159699226201927
0042_01,0.7024721006328045
0046_01,0.2506155118369749
0046_02,0.3044786763882415
0046_03,0.2944844914897669
0047_01,0.8180789749175394
0047_02,0.8753904446352482
0047_03,0.25855438961401844
0048_01,0.3043032501917721
0049_01,0.23853782879063828
0054_01,0.7995306088926992
0054_02,0.779716628567231
0054_03,0.4669154281459049
0055_01,0.2517220342920866
0057_01,1.2351371895262553
0059_01,0.6210862202655871
0060_01,0.29149189228671435
0063_01,0.654519336432565
0065_01,0.639470397475041
0075_01,0.2732849342210873
0079_01,0.6248927949121086
0080_01,0.30306386303666977
0083_01,0.2814850558993574
0087_01,0.28712201969501266
0089_01,0.7020961498269738
0093_01,0.31261538486705875
0094_01,0.6674088396563834
0094_02,0.3070134288833127
0095_01,0.428589742704289
0096_01,0.38938503535762753
0100_01,0.3158959805500742
0100_02,0.5950761967310629
0104_01,0.27904510978944164
0106_01,0.6590022519024037
0109_01,0.2672015459031091
0117_01,0.31303804367108534
0118_01,0.3042896643028272
0121_01,0.23838174005537655
0124_01,0.7028789624851338
0125_01,0.7770963865510969
0125_02,0.09710295142980441
0130_01,0.7015231866705234
0131_01,0.35586007744389553
0132_01,0.6073380385653258
0135_01,0.2908979918777611
0137_01,0.6367177484939887
0142_01,0.8005850252465805
0142_02,0.29618528659735477
0142_03,0.7630832140017416
0143_01,1.0973217577230163
0145_01,0.26222880878984617
0150_01,0.7397119706410038
0150_02,0.7753055570875209
0153_01,0.3030960099688485
0154_01,0.7057402444847836
0155_01,0.29575553964332596
0156_01,0.4981138624199195
0157_01,0.17513498984613063
0158_01,0.3360604783601982
0158_02,0.3288418967743888
0159_01,0.2823387074196183
0161_01,0.3115556916685509
0162_01,0.6990249450072467
0166_01,0.30170345046484504
0168_01,0.7537221690320111
0175_01,0.5728456006827286
0175_02,0.6350913698116314
0175_03,0.5463776004643692
0175_04,0.4833728425055435
0175_05,0.4083051820641745
0176_01,0.3014528505946554
0180_01,0.2792119130125891
0184_01,0.34580168736013134
0185_01,0.36476227687499113
0187_01,0.6943720664452233
0191_01,0.28776699433684255
0194_01,0.7199907868327091
0194_02,0.7947006197282858
0194_03,-0.11927203310341061
0204_01,0.2354589509890228
0208_01,0.28704455025887243
0209_01,-0.057860747661630185
0214_01,0.31865797130690254
0214_02,0.22370277513763148
0215_01,0.6683675470588761
0218_01,0.276196568659877
0226_01,0.6780319249355943
0227_01,0.4045008842961966
0228_01,0.8113251318599641
0228_02,1.1808533057822355
0228_03,0.9848580801417439
0228_04,-0.06355681860874451
0230_01,0.7203640153396276
0230_02,0.2901729353728464
0235_01,0.6661193988241211
0236_01,0.70821876154389
0238_01,0.2021815163130735
0247_01,0.7646026380820683
0247_02,0.774375515285914
0249_01,0.2837563332724856
0256_01,0.3332965777984003
0259_01,0.6559258782996316
0262_01,0.27822621587811636
0264_01,0.8696927066344342
0264_02,0.8181726199721977
0264_03,-0.28475608169543665
0266_01,0.27762395750224067
0266_02,0.22857349490602802
0268_01,0.21152364248996183
0268_02,0.17934588930885786
0271_01,0.29349374415437024
0272_01,0.2370913889539087
0273_01,1.6596316294185183
0273_02,0.710697412684078
0273_03,0.2374192428210286
0274_01,0.22918225833262482
0274_02,0.6937114889462241
0276_01,0.23615839717139184
0276_02,0.7846308952750871
0279_01,0.31194741913013974
0280_01,0.30326893317647663
0284_01,0.3814080798946238
0292_01,0.2817675335070916
0293_01,0.6814426752193614
0295_01,0.2811269760493358
0296_01,0.3256878282858181
0299_01,0.2970632835126158
0300_01,0.3207009567076763
0308_01,0.7233706283455734
0311_01,0.3110460296943881
0312_01,0.6675493424894667
0317_01,0.28757190178864156
0318_01,0.7084964734664432
0319_01,0.2868661593505566
0319_02,0.7412635434417411
0323_01,0.6448277041574992
0325_01,0.30485475414253405
0328_01,0.31364375732368044
0329_01,0.7646672740950403
0332_01,0.6691846066716387
0335_01,0.4985747218253734
0339_01,0.2587439516466354
0339_02,0.24487025516455452
0339_03,0.22592121558852563
0339_04,0.5604683157878083
0339_05,0.5964782177004266
0339_06,-0.17158525179118012
0339_07,-0.042520441138281684
0339_08,-0.1200231461482878
0342_01,0.3953657012903257
0342_02,0.7080981562357614
0344_01,0.717484461808444
0344_02,0.0610721565940846
0349_01,-0.11695558375507809
0349_02,0.8308223888429584
0349_03,0.43158121879743383
0349_04,1.1032261647565687
0349_05,0.4334780140717112
0349_06,0.23357771337634253
0351_01,0.7072152920765938
0353_01,0.7413503672746141
0353_02,0.7164155056295907
0354_01,0.35306854353129097
0362_01,0.32030859206451434
0363_01,0.3308193952931849
0363_02,0.5093390249608716
0363_03,0.6238813493771436
0364_01,0.3231055387705182
0364_02,0.3187991361782024
0366_01,0.6477034150169795
0367_01,0.17276350626369746
0374_01,0.3033208892501107
0374_02,0.288727707266106
0386_01,0.1769816792088288
0390_01,0.6209528440375347
0393_01,-0.07103365499826786
0394_01,0.3276531620935061
0399_01,0.6861046325909165
0400_01,0.708925622954901
0404_01,0.5168565611043414
0406_01,0.29223370115455605
0414_01,0.2604902261099285
0416_01,0.28713204464073633
0418_01,0.2880203503360136
0419_01,0.31690078600554
0419_02,0.7078342575505288
0419_03,0.6753351015068816
0420_01,0.2846303021857062
0421_01,1.4597285855687399
0422_01,0.25911670628455136
0424_01,0.2527312535030552
0426_01,0.28910373430767916
0440_01,0.2668719067764179
0443_01,0.4969718207087376
0450_01,0.3042361225465464
0451_01,0.8437426781255046
0455_01,0.42021960982971696
0464_01,0.6334598662797445
0467_01,0.6779605930942344
0467_02,0.6786520221402896
0467_03,0.749034917275639
0467_04,0.4393397002916807
0469_01,0.42615097026919524
0473_01,0.30475450451527897
0478_01,-0.05014236515183873
